Chocolate,Happiness
0.3745401188473625,1.0435235341190856
0.9507143064099162,0.850496324767066
0.7319939418114051,1.0458803882677512
0.5986584841970366,0.0062155426995536
0.15601864044243652,0.890164056081244
0.15599452033620265,1.1785562857558731
0.05808361216819946,1.7389470223707582
0.8661761457749352,0.7408648908631763
0.6011150117432088,0.5957531985534061
0.7080725777960455,0.7491214782077318
0.020584494295802447,1.457701058851037
0.9699098521619943,1.1643755548298422
0.8324426408004217,0.7351198981164806
0.21233911067827616,1.256633716556678
0.18182496720710062,1.0485387746740202
0.18340450985343382,1.4843224952664447
0.3042422429595377,0.6489734530613238
0.5247564316322378,0.8361689267011159
0.43194501864211576,0.8039459234339212
0.2912291401980419,0.2682425259339407
0.6118528947223795,1.148060138532288
0.13949386065204183,1.1305276360899446
0.29214464853521815,1.0025567283212304
0.3663618432936917,0.8827064333124263
0.45606998421703593,0.2923146289747929
0.7851759613930136,0.7896773386173205
0.19967378215835974,0.8286427417366152
0.5142344384136116,0.5988613653891905
0.5924145688620425,0.9193571441669954
0.046450412719997725,1.2020254284072691
0.6075448519014384,1.9430929506052652
0.17052412368729153,1.0872889064159195
0.06505159298527952,1.128775195361382
0.9488855372533332,0.9627770421169164
0.9656320330745594,0.040614392350479256
0.8083973481164611,0.9867430622753915
0.3046137691733707,1.0301151049705133
0.09767211400638387,2.231621056242643
0.6842330265121569,0.9038195176094388
0.4401524937396013,1.1507736711668062
0.12203823484477883,0.9826441151473784
0.4951769101112702,0.415660981190234
0.034388521115218396,1.5714114072575103
0.9093204020787821,1.3759665163433872
0.2587799816000169,1.3955159735215235
0.662522284353982,0.5453062726026305
0.31171107608941095,1.7013971554680496
0.5200680211778108,0.29907446860385956
0.5467102793432796,1.2934285469001352
0.18485445552552704,2.095227812904989
0.9695846277645586,0.5047318374346559
0.7751328233611146,0.716851135198614
0.9394989415641891,1.0498256825438206
0.8948273504276488,0.7482621729419003
0.5978999788110851,0.22466828446693365
0.9218742350231168,1.0342814874030137
0.0884925020519195,0.46884814313694756
0.1959828624191452,1.2367962153175909
0.045227288910538066,0.5402878828830984
0.32533033076326434,1.77496720250877
0.388677289689482,0.6083733538318814
0.2713490317738959,0.8389692418971622
0.8287375091519293,1.406758608684835
0.3567533266935893,0.3845678417830224
0.28093450968738076,1.1137299673020646
0.5426960831582485,1.6535713771412142
0.14092422497476265,0.19625838271938623
0.8021969807540397,1.092316929266152
0.07455064367977082,1.1299413971242118
0.9868869366005173,1.390911435888655
0.7722447692966574,0.381524644560959
0.1987156815341724,0.33977169345786185
0.005522117123602399,1.2609707828084489
0.8154614284548342,1.1484923366165931
0.7068573438476171,1.1252464251729384
0.7290071680409873,1.173224104748488
0.7712703466859457,0.6599876392107547
0.07404465173409036,1.1161268485805018
0.3584657285442726,1.1465362366493406
0.11586905952512971,0.642824290986816
0.8631034258755935,1.9328872555723784
0.6232981268275579,1.2369164604558938
0.3308980248526492,0.4043482513986757
0.06355835028602363,1.3282768043169149
0.3109823217156622,0.5126591648863392
0.32518332202674705,1.393542301871226
0.7296061783380641,1.579297789503702
0.6375574713552131,0.5896588408241448
0.8872127425763265,1.4816880646221608
0.4722149251619493,1.2063904634682492
0.1195942459383017,1.411030079997245
0.713244787222995,1.9483964913269736
0.7607850486168974,0.8773059419985647
0.5612771975694962,0.6231319178212552
0.770967179954561,0.5552427851872384
0.49379559636439074,0.5920948575172809
0.5227328293819941,0.9614491452929479
0.42754101835854963,1.1705759874083217
0.02541912674409519,1.1383453996650095
0.10789142699330445,1.4135916245180118
